Ticker
HSBA.L
BP.L
SHEL.L
GSK.L
AZN.L
ULVR.L
RIO.L
GLEN.L
LSEG.L
REL.L
DGE.L
VOD.L
LLOY.L
BARC.L
NWG.L
TSCO.L
NG.L
SSE.L
PRU.L
STAN.L
AAL.L
IAG.L
BA.L
RR.L
